食品番号,理由,スコア
15110,ドロップ等のキャンディ類は糖質・加工成分が主体で素材としては不向き。,3
09050,乾燥ひじきはミネラル豊富で副材料として使えるが過剰摂取は避けるべき。,7
13014,クリームは高脂肪でエネルギー源として使えるが量に注意が必要。,7
01062,即席カップめんは調味料や添加物が多く、素材としては不向き。,3
11202,生のラム肉は比較的タンパク源として良好だが生のままは注意が必要（加熱が望ましい）。,7
06033,ゆでオクラは食物繊維豊富で調理済みのため与えやすい。,8
10123,生の魚は寄生虫や細菌リスクがあり、加熱して与えるのが安全。,6
10362,ゆでたまだこは加熱済みで安全なタンパク源として利用可能。,8
05023,未熟なはすは生では風味や消化性に注意が必要で、加熱が望ましい。,6
10364,あみの塩辛は塩分や強い風味の加工品で素材としては不向き。,3
15078,高脂肪・高糖質の菓子で栄養密度が低く常食には不適だが少量の使用は可能,5
07167,柑橘類の果肉は犬に与えて問題ない。皮や種は取り除くこと,8
01088,消化に良い炭水化物で犬に適した素材（調理済みの飯類は特に扱いやすい）,9
06378,加熱済みのスイートコーンは炭水化物と食物繊維の供給源として使用可能,8
09047,海藻はミネラルが豊富で少量なら安全だがヨウ素や塩分に注意,7
01183,赤米は全粒の穀物として栄養価が高く利用しやすい炭水化物源,8
04039,厚揚げは加熱済み大豆製品でタンパク源になり得るが消化やアレルギーに注意,7
15187,チョコレートはテオブロミン・カフェインが犬に有害で危険,1
06248,加熱した赤ピーマンは安全でビタミン源として利用できる,8
11115,生の豚肉は寄生虫や細菌リスクがあるため生では不適。加熱が必要,5
10213,生のどじょうは淡水魚で寄生虫リスクが高く生では注意が必要,4
09059,わかめの煮汁はミネラルを含むが塩分・ヨウ素量に注意して少量で使う,7
13019,植物性ホイップクリームは高脂肪・高糖質で頻用は避けるべき加工食品,5
16007,ビールなどのアルコール飲料はエタノールにより犬に有害,1
17113,焼き肉のたれは塩分・糖分が高く、場合によってはネギ類が含まれるため注意が必要,3
01081,半つき米は穀物として利用可能だが調理して与える必要がある,8
17089,精製塩は調味料として少量の使用なら問題ないが過剰は有害,6
12020,ピータンは加工されたあひる卵で塩分や加工物質を含むことがあり注意が必要,6
17033,ミートソースは加工食品で塩分やネギ類が含まれる可能性があり原料としては注意が必要,3
18016,冷凍メンチカツは複合加工食品で調味料や衣が含まれるため素材としては不向き／加熱必須,4
17044,米みそは大豆由来の調味料で風味付けに使えるが加工調味料のため素材としてはやや加工度が高い,6
10021,天然の鮎の生は淡水魚で寄生虫・細菌のリスクがあり生食は避けた方が良い,4
11183,ベーコンは良質なタンパク源だが燻製・塩分・脂質が高く加工食品として扱いに注意が必要,5
11125,ゆでた豚ロースは加熱済みの良いタンパク源で犬のレシピ素材として適している,9
04027,乾燥大豆は加熱・調理が必要な抗栄養因子を含むため生のままでは適さない,4
17052,ハヤシルウは調味加工食品で風味付けには使えるが加工度・塩分が高い点に配慮が必要,5
06021,ゆでたさやえんどうは消化しやすく野菜素材として使いやすい,8
01119,あくまきはもち米加工品でエネルギー源として使えるが粘性や処理に注意が必要,6
06172,乾燥唐辛子は辛味成分で消化器を刺激しやすく香辛料として注意が必要,3
15015,きんぎょく糖は高糖質の菓子で嗜好性はあるが主要素材としては加工度が高い,5
11223,ゆでた鶏ももは加熱済みの良質なタンパク源で犬のレシピ素材として適している,9
06302,ゆでたよもぎの葉は植物性の素材として利用可能で問題は少ない,8
10430,フライした養殖かきはシーフードとして栄養源になるが揚げ調理で脂質が高く加工度も高い,5
06052,生のからしな（辛味のある葉物）は野菜として利用可能だが辛味で胃腸に刺激を与えることがある,7
16041,玄米茶の浸出液はカフェインを含み、犬にとっては刺激や毒性の懸念がある,1
01024,ホットケーキ用プレミックス粉は加熱して使用することで素材として利用できるが生のままは適さない,6
10188,生のすずきは海水魚の生食は比較的リスクが低い場合もあるが寄生虫・細菌の可能性はある,6
06014,生のやまうど茎は生食で食べられることもあるが野生の植物は生では刺激や消化不良を起こすことがある,7
07026,うんしゅうみかんの果肉は果実として与えやすく犬にとって比較的安全な果物部分である,8
10322,ゆでた車海老は加熱済みの良質な海産タンパクで犬のレシピ素材として適している,9
03032,還元水あめは高加工の糖類で少量なら問題ないが、素材としては加工度が高い。,6
18026,わかめ自体は安全でも、ねぎ（ネギ属）が含まれており溶血性貧血を引き起こすため不適。,1
15171,デニッシュは高脂質・高加工の菓子で犬の素材としてはあまり望ましくない。,5
07133,マンゴスチンの果肉は犬が摂取して問題ない果物で、食材として使用可能。,7
01028,コッペパンは加熱済みの穀類で少量なら安全だが加工食品である。,7
06004,あさつきはネギ属に含まれ、加熱しても毒性が残るので犬には禁忌。,1
15181,菓子パンは加工度が高く糖・脂が多いため素材としては限定的にしか適さない。,6
06223,にんにくはネギ属で犬に有害（溶血性貧血など）であり禁忌。,1
17097,ごま酢はごまや酢を主成分とする調味料で、適量なら素材として使用可能。,6
16034,玉露（緑茶浸出液）はカフェインを含み、犬にとって神経・心臓に有害で禁忌。,1
04102,あずきの練りあんは加熱・加工済みの豆加工品で、適量なら素材として使える。,7
16044,紅茶の浸出液はカフェインを含み犬に有害であり禁忌。,1
01057,即席中華めんは油揚げ麺と添付調味料を含む高加工食品で、香辛料や過剰な脂塩分があるため素材向きではない。,3
15081,ミートパイは加工済みの惣菜で油脂や調味料が多く、素材としては注意が必要。,4
17035,トマトペースト（食塩無添加）は熟したトマト由来で栄養価が高く素材として適している。,8
15121,くずもちはでん粉主体の和菓子で加工品のため素材としては限定的に使用可能。,6
07139,缶詰のもも（果肉・液汁）は果肉自体は安全だが糖分が多い場合があるため量に注意。,7
11083,生の牛肉は生食注意リストで比較的扱いやすい肉類で、原料としては利用可能だが生食リスクは留意。,7
06151,たけのこ水煮は加熱済みの野菜加工品で、取り扱い次第では素材として適している。,8
05010,生の日本ぐり（栗）は果実類で加熱するとより適するが、素材としては使用可能。,7
15179,加工菓子で糖脂肪が高く風味が強い。素材としては使用可能だが加工度が高い。,5
10391,生の海水魚で寄生虫や細菌リスクがあり、生のままは注意が必要。,6
10290,生の貝類で寄生虫・細菌リスクがあるため生食は注意が必要。,5
15065,和菓子の加工品で甘味や香辛が加わっている。少量なら素材利用は可能。,5
06211,葉野菜で繊維や栄養が豊富。犬に与えやすい素材。,8
10124,生の海水魚で寄生虫や細菌リスクがあるため加熱が望ましい。,6
10063,缶詰で加熱・保存処理済みの良質な魚由来タンパク・脂質源。,8
06012,うどの茎は可食部で野菜として使用可能。生でも問題になりにくい。,7
07134,果肉は水分・ビタミンが豊富で与えやすい果物。種と皮は除去前提。,8
06398,油で調理済みの野菜加工品でエネルギーは高めだが素材として使用可能。,8
11267,生の牛肉は細菌リスクがあるが良質なタンパク源として利用可能（加熱がより安全）。,7
11233,生の鶏肉（内臓含む）はサルモネラ等のリスクが高く生食は注意が必要。,5
06386,新しょうがは香り成分が強いが少量であれば犬に与えられることが多い。,8
16064,カフェインを含み、神経・心臓系に有害なため犬には不適切。,1
07098,果実由来の飲料で消化しやすく利用可能。糖分に注意して少量で。,7
11094,加熱済みの副生物（第一胃）でタンパク・ミネラル源として適する。,9
06275,ゆでた葉物で消化しやすく安全に使える素材。,9
10358,塩辛は高塩分・強い風味の発酵食品で素材としては不向き。,4
10142,腎臓の塩蔵品で塩分と風味が強く、素材として限定的にしか使えない。,4
17057,辛味成分が強く消化器刺激がある香辛料で使用は慎重に。,3
06208,にらはネギ類で犬に有害な成分を含むため使用不可（加熱でも毒性が残る）,1
06060,食用の菊（菊のり）は一般に犬に問題なく使用できる葉物素材,7
17128,にんにくはネギ類に該当し犬に有害な成分を含むため使用不可（粉末・塩添でも同様）,1
11266,生の牛肉は良質なタンパク源だが生食は細菌・寄生虫のリスクがあるため注意が必要,7
06140,守口漬は加工・塩分や調味が強い漬物類で、加工食品として注意が必要,5
08049,焼きエリンギは加熱済みの食用キノコで犬の素材として利用しやすい,8
10420,生のイカ（するめいか）は生食で消化や寄生虫のリスクがあるため注意が必要,5
06212,にんじんは良質な野菜で生のままでも犬に適した素材,9
08006,乾燥きくらげは戻して加熱すれば安全に使えるきのこ類の素材,8
17149,フレンチドレッシングは加工調味料で塩分や油脂、香味が強いため素材としては注意が必要,5
14015,牛脂はエネルギー源として使えるが脂質が高いので分量には注意が必要,8
06075,キンサイ（セロリ類）は生でも与えやすい葉茎類の野菜だが繊維質に注意,7
06258,ふきのとうは苦味や刺激があり、特に生の状態では注意が必要（過剰摂取は避ける）,5
10351,ほたるいかのつくだ煮は加熱・調味済の海産加工品で塩分や調味に注意が必要,6
06273,塩漬けのみずかけなは加工で塩分が高く、素材としては量に注意が必要,5
05030,ペカンは犬に有害なナッツ類に含まれるため使用不可（加熱・味付けでも同様）,1
06110,ゆでたずいきは加熱済みで利用しやすい野菜素材,8
07064,グレープフルーツ飲料は酸味や特有成分で消化器に刺激を与える可能性があり注意が必要,4
11314,ゆでたベーコンは加熱済みだが加工肉で塩分・脂肪・添加物が多い点に注意,5
03018,ぶどう糖（グルコース）は単純糖で少量なら利用可能だが糖質としての性質を考慮する必要がある,6
01033,ぶどうを含む（ぶどうパン）のため、犬に腎障害を引き起こす危険がある,1
11244,はちの子は昆虫性の良質なタンパク源で栄養供給に適している,8
13009,全粉乳はカルシウムやタンパクを含む乳製品だが、乳糖に敏感な犬もいる点に留意,7
10314,煮干しの貝柱は良質な魚介性タンパクで利用しやすい（塩分に注意）,8
12018,加熱済みの卵（たまご焼）は消化性の良い良質タンパク源で適している,9
04094,ゆでたレンズ豆は植物性タンパクと食物繊維が豊富で安全に使える,8
02047,さつまいも自体は安全だが天ぷらは油脂が多く摂取量に注意が必要,6
17138,料理酒はアルコール含有で犬に有害となる可能性がある,1
10017,生の淡水魚は寄生虫や細菌のリスクがあり生食は注意を要する,5
11020,生の牛肉はタンパク源として利用されるが生食による細菌リスクがある,7
04040,油揚げは大豆由来の加工食品でエネルギー源になるが脂質が高めである,7
10064,かば焼き缶のいわしは魚由来の良質脂肪とタンパクを含むが調味液の塩分・糖分に注意,6
06136,切干し大根は食物繊維が豊富な保存食品で安全に利用できる,7
10100,生のまがれい（海水魚）は比較的安全だが生食による寄生虫・細菌の可能性がある,6
17124,練りみそは発酵食品で風味と塩分が強いため使用量に注意が必要,5
06063,生のキャベツ（グリーンボール）はビタミンと食物繊維が豊富で概ね安全だがガスを起こす場合がある,8
06183,ミニトマトの果実は熟していればビタミン源として安全に使える,8
14032,たらの油は必須脂肪酸を含む良質な油脂源で有益,9
06044,ぬかみそ漬のかぶは漬物特有の塩分や風味が強いため控えめに使用すべき,5
13030,乳酸菌飲料（非乳製品）はプロバイオティクス供給源として有用だが糖分や添加物に注意,7
07096,乾燥した果実で糖分が高くエネルギー密度が高いが、食材としては利用可能,6
11145,生の豚肉は寄生虫や細菌のリスクがあり、そのままの使用は適さない,5
15170,砂糖・乳製品・小麦を多く含む加工菓子で、栄養的に偏りやすく素材として不適切寄り,4
15162,加糖したあんを含む和生菓子で加工度が高く糖質が多いため素材としては限定的,4
10160,焼き魚は良質なタンパク源で調理済みのため犬のレシピ素材として適する,9
03007,精製糖のみの食品で栄養価は低く甘味料としての用途が中心,5
15083,ホットケーキは小麦・卵・乳製品を含む加工食品で用途は限られるが使用は可能,5
04093,ゆでたライマ豆は加熱済みで植物性タンパクと食物繊維の供給源として適している,8
12011,ゆで卵の卵黄は良質な脂質と栄養を含む調理済み素材で使用に適する,8
18054,とりから揚げは鶏肉だが揚げ調理や調味が加わった加工品で脂質・塩分が高め,5
02054,ヤーコンの生食は一般に安全で食物繊維を多く含む根菜として利用できる,7
11236,生の鶏肉（なんこつ含む）はサルモネラ等の細菌リスクがあるため生のままは適さない,5
06345,油いためにしたにんじんは加熱により消化性が良くなっており安全で利用しやすい,8
15055,ひなあられは加工された米菓で塩分・糖分を含む嗜好性食品のため素材としては限定的,4
10426,生のめばち（脂身）は刺身用の海水魚で栄養価は高いが生食固有のリスクがある,7
10248,開き干しのほっけ（調理済みではない）は保存・鮮度に起因するリスクや塩分の影響がある,6
06360,生の葉物（みぶな）はビタミンと食物繊維が豊富で犬の素材として適している,8
11192,レバーソーセージは加工肉で塩分や脂質が高く、扱いに注意が必要な加工品,5
13037,チェダーチーズは良質な脂質とタンパク質を含むが脂肪・塩分が高めで量に注意が必要,7
11219,生の鶏むね肉（皮つき）は生食による細菌リスクがあり、生のままの使用は適さない,5
01005,穀物で消化に良く、炭水化物や食物繊維の供給源として利用できる,8
10251,淡水魚の生は寄生虫や細菌のリスクがあり、加熱が望ましい,4
01092,炊いたかゆで消化が良く、犬の素材として適している,9
10317,生の貝類は寄生虫や細菌感染のリスクがある,5
08019,食用きのこであれば栄養補助に使いやすく素材として適する,7
10003,青魚の生は寄生虫・細菌のリスクがあり、加熱が望ましい,6
10016,蒸し調理された穴子は良質なタンパク源で利用しやすい,9
15134,高脂質・高糖質の加工菓子であり主素材としては不向きだが使用は可能,5
11283,焼いたラムももは良質な動物性たんぱくで犬の素材として適している,9
02005,こんにゃくは低カロリーで食感の補助に使える素材である,7
10366,うには海産物で風味が強く、鮮度や加工状態によっては不向きな場合がある,6
10182,生干しの魚は塩分と寄生虫のリスクがあり注意が必要,6
15032,まんじゅうは砂糖・精製小麦を多く含む加工食品で主素材としては適さない,4
06339,加熱済みのスイートコーンは副素材として消化に良く使いやすい,8
07056,きんかんは皮ごと食べるため皮中の成分が消化器に刺激を与える可能性がある,3
10328,生のえびは寄生虫や細菌のリスクがあるため加熱が望ましい,5
06336,玉ねぎを含むため赤血球を傷つける危険があり犬には与えてはいけない,1
17008,薄口醤油は塩分が高く調味料としてのみ注意して使う必要がある,5
14028,ぶどう種子由来の油は調理油として利用可能で犬の素材として適する,9
06129,大根の葉はビタミンや食物繊維が豊富で副素材として適している,8
07163,生のかんきつ（果肉）は種・皮を除けば犬に安全で、ビタミンと水分の供給源になる,8
05009,ぎんなんは中毒性を持つ成分を含むことがあり、犬では慎重を要する素材である,3
11185,ショルダーベーコンは加工肉で塩分・脂肪が高めだが素材として使用は可能,5
11092,牛の生レバーは栄養豊富な臓器だが生の状態では細菌リスクがある,7
02008,焼きさつまいも（皮なし）は消化されやすい炭水化物と食物繊維の良い供給源,9
10089,かつお類の加工品（なまり）は良質なたんぱく源だが塩分等の加工要素に注意,8
09038,塩抜き済みのもずくは海藻由来の食物繊維やミネラル源として利用可能,8
06034,かぶの葉（生）はビタミンや葉緑素が豊富だが生の葉は繊維が多く消化性に注意,7
01179,春巻きの皮（生）は小麦製の薄皮で、調理して使う一般的な加工原料として使える,6
05006,味付けされたいりかぼちゃはかぼちゃ自体は安全だが調味加工が施されている,6
04082,きな粉は加熱済みの大豆製品で良質な植物性たんぱくと風味源になる,8
11218,鶏手羽（皮つき・生）は良質なたんぱく源だが生は細菌リスクがある,5
16025,本みりんはアルコールを含む調味料で犬に与えるべきではない,1
08002,ゆでえのきたけは加熱済みで安全に利用できるキノコ類の素材,9
10113,キャビア（塩蔵品）は魚卵の供給源だが塩分が高いため少量向き,7
17103,すし酢は酢・砂糖・塩を含む調味液で、風味付けに限定して用いるのが適切,5
11056,牛ランプ（脂身つき・生）は栄養価の高い肉だが生は細菌リスクがある,7
11123,豚ロース（脂身つき・生）は栄養源だが生の豚肉は寄生虫・細菌のリスクがある,5
10316,ほっきがいなどの生貝類は寄生虫や細菌のリスクがあり注意が必要,5
10444,養殖サーモンの天ぷらは魚としての栄養はあるが衣と揚げ油で加工度・脂質が高い,4
02053,加熱済みの里芋類で消化しやすく利用可能な根菜類。,8
15126,菓子パンで糖質・加工度が高いため素材としては控えめに使うべき。,5
10109,生の海水魚で寄生虫や細菌リスクがあり生食は注意が必要。,6
16015,アルコール含有で中枢抑制など有害のため使用不可。,1
02046,蒸したさつまいもは消化しやすく犬の素材として適している。,9
17041,ドレッシングは油分・塩分・添加物が多く加工食品として使用は制限が必要。,5
06152,塩抜き済みのたけのこ（めんま）は加熱・加工済みで使用可能。,8
10282,つくだ煮は塩分や調味料が強い加工食品で使用には注意が必要。,5
06132,生の大根は一般的に安全で生野菜として利用可能。,8
06227,葉ねぎ（ねぎ属）は赤血球障害を引き起こす危険があり絶対に避けるべき。,1
06131,ゆでた大根の葉は加熱済みで栄養が取りやすく使用可能。,8
17125,お茶漬けの素は塩分や調味料が濃く加工度が高いため使用は控えめに。,5
11109,生の馬肉は生肉一般の細菌リスクがあるが赤肉として利用されることがある。,7
08017,ゆでたぶなしめじは可食のきのこで加熱済みのため安全に利用できる。,9
09041,水戻しわかめは海藻でヨウ素含有に注意しつつ少量で利用可能。,7
06080,生のケールは葉野菜として栄養価が高く利用可能（量に注意）。,8
13015,クリームは高脂肪の乳製品で脂質量に注意が必要だが少量で利用可。,6
15016,きんつばは菓子類で糖質・加工度が高く素材としては控えめに使うべき。,5
06155,ゆでた玉ねぎでも有害成分が残るため犬には与えてはならない。,1
01168,精白米（炊飯米）は消化しやすい炭水化物源で犬のレシピ素材として適している。,9
16053,コーラはカフェインや糖分を含み、犬にとって神経・心臓系に悪影響を及ぼす可能性があるため不適切,1
08026,ひらたけは食用きのこで栄養源として使いやすく、犬の素材として適している,8
10441,養殖サーモンは良質なタンパク質とオメガ‑3を含み、調理済みで安全な素材,9
06058,食用のきく花びらは少量であれば安全だが栄養価は限定的なため副素材向き,7
07082,プルーン（乾）はソルビトール等により消化器障害や電解質異常を引き起こすおそれがあるため危険,1
16043,紅茶はカフェインを含み、犬にとって神経・心臓系のリスクがあるため不適切,1
06190,ゆでた長崎白菜の葉は消化に良く、犬のレシピ素材として利用しやすい,9
10379,蒸しかまぼこは魚由来の加熱済加工品で、たんぱく源として使用可能だが加工品である点に注意,7
01113,きりたんぽ（米製品）は消化しやすい炭水化物源として利用可能,8
11065,生の牛かたロースは良質なタンパク源だが生食は細菌・寄生虫リスクがあるため注意が必要,7
15147,黒ういろうは砂糖・でんぷんが主成分の加工菓子で、主素材としては適さないが少量なら問題は少ない,5
04073,乾燥のレンズ豆は生のままだと抗栄養因子や消化不良を起こすため、加熱調理が前提でなければ注意が必要,4
05040,いりアーモンドはナッツ類で消化不良や膵炎リスクがあり、犬には注意が必要な素材,4
10174,焼きさんまは良質なたんぱく質と脂肪酸を含む加熱済み魚で、魚骨に注意すれば適した素材,9
15118,板ガムはキシリトール含有や誤飲・閉塞のリスクがあり、安全性が確保できないため不適切,1
17122,ごまみそは発酵大豆を原料とする調味料で強い風味と塩分があるため、使用量に注意が必要な素材,6
06324,生わらび（わらび）は生のままでは有毒成分を含むことがあり、加工処理なしでは避けるべき,3
01103,半つき米（生の穀粒）は加熱して炊くことで消化に良い炭水化物源になるため素材として使用可能,7
06150,ゆでたたけのこは加熱処理済みで安全に使用できる野菜素材,9
11184,ロースベーコンは加熱済みの豚加工品だが塩分・脂肪が高いので多用は避けるべき,5
01008,大麦を原料とした乾麺で消化しやすい炭水化物源として使用可能,8
02032,サゴでん粉は主にでん粉でつなぎや増量材として安全に使える,7
09035,乾燥した海藻類でミネラル源になり得るがヨウ素に注意,7
07181,アサイーは果実由来の抗酸化成分を含むが量に注意して使用,7
06101,水煮瓶詰のじゅんさいは加工済みの水生植物で利用しやすい,7
01039,茹でうどんは加熱済みの炭水化物として犬のレシピに適する,8
11131,生の豚もも肉は寄生虫や細菌感染のリスクがあるため生食では注意が必要,5
06149,生のたけのこは加熱しないと含有物質により消化器症状を起こす可能性がある,4
15076,デニッシュは高脂肪・加糖の菓子類で加工度が高くおやつ扱いが適切,5
11280,焼き豚ひき肉は加熱済みの良質なタンパク源として適する,9
11296,茹でた牛の横隔膜は加熱済みの動物性タンパク質として利用しやすい,9
13045,ラクトアイスは乳製品ベースの甘味料で下痢を起こす場合があるため注意が必要,5
01023,全粒粉の強力粉は穀物由来の素材として使用可能（加熱調理前提）,7
06349,にんにくを含む調理品は犬にとって毒性があるため使用不可,1
07049,甘がき（果肉）は一般に与えやすい果物だが種やへたは除去する,7
16024,白酒はアルコールを含み犬にとって有害であるため使用不可,1
09060,水煮わかめは加熱済みの海藻でミネラル源になり得るがヨウ素に注意,7
17032,麻婆豆腐の素は香辛料や塩分が多く複合調味料として注意が必要,3
06244,茹でビーツは加熱済みの根菜でビタミン・ミネラル源として使える,8
15020,成分にくるみが含まれており、くるみは犬に有害な可能性があるため使用不可,1
17068,香辛料で消化器を刺激する可能性があるため注意が必要。,4
10209,干しだらは良質なたんぱく源で犬のレシピ素材として適している。,9
17094,調味ソースで甘味や酸味が強く加工品であるため使用は控えめにするべき。,6
06385,コリアンダー葉は香り付けや栄養面で問題なく使えるハーブ類。,8
07158,ココナッツミルクは脂肪分が高めだが風味付けとして使用可能。,7
11006,牛肉は良質なたんぱく源だが生食は細菌リスクがあるため注意が必要。,7
15023,大福は粘着性や高炭水化物で窒息や消化負担の懸念がある。,4
06263,ブロッコリーは野菜として与えやすく栄養価もあり素材として適している。,8
06153,玉ねぎは溶血性貧血を引き起こす成分があり犬にとって危険である。,1
18032,調理済みの惣菜で味付けや塩分・添加物が含まれる可能性があるため注意が必要。,4
15174,揚げ菓子で脂質や糖分が高く消化に負担がかかる。,3
17085,お好み焼きソースは加工調味料で塩分・糖分が含まれるため控えめに扱うべき。,5
06232,のびるはネギ属であり、犬にとって溶血性貧血を引き起こす危険がある。,1
11227,鶏ささみは良質なたんぱくだが生はサルモネラ等の細菌リスクがある。,5
10273,川魚の生は寄生虫リスクが高いため生食は避けるか注意が必要。,4
06066,塩漬けの漬物は塩分が高くなることがあるため控えめにするべき。,5
10436,加熱済みのサーモンは良質なたんぱくと脂肪酸が豊富で適している。,9
10235,養殖のひらめは海水魚の生で比較的安全だが生食は細菌リスクがある。,7
07029,みかんの果肉は水分とビタミンがあり与えやすいが皮や種は除去する必要がある。,8
11103,牛テールは良質なたんぱくとコラーゲンが得られるが生食は細菌リスクがある。,7
15018,米の団子と小豆あんで、犬に与えやすい炭水化物・豆類。適量で使用可能。,7
07013,いちご由来で果実自体は安全だが糖分が高く、少量での使用に適する。,6
16010,ぶどう由来かつアルコールを含み、犬に有害なので使用不可。,1
01100,加熱済みの米のお粥で消化性がよく犬のレシピ素材として適する。,9
11152,生の豚肉は寄生虫や細菌のリスクがあり、生の状態は注意が必要。,5
11166,生の肝臓は病原体リスクがあり、生の状態は避けるべき。,5
10375,塩辛の海産物で塩分や加工が強く、使用は控えめにする必要がある。,5
05018,ごまは栄養価が高く安全だが、丸ごとは誤嚥の恐れがあるため調理や少量で。,8
11188,加工肉で塩分・脂肪・香辛料が多く含まれる可能性があるため注意して少量で。,5
07021,梅漬けは塩分や酸味が強く、種は廃棄されるが塩分に注意。,5
04090,加工大豆タンパクは良い植物性タンパク源で素材として利用可能。,8
10176,魚由来の良質タンパクだが味付け（みりん・塩）が濃いため少量向け。,7
11013,牛肉は良質なタンパク源だが生は細菌リスクがあるため生食は注意。,7
06351,ねぎ類（長ねぎ）は犬に有害な成分を含み、加熱しても危険。,1
11064,生の牛肉は細菌リスクがあるため、生の状態は注意が必要。,7
06108,奈良漬は塩分や漬け込み由来の成分が強く、使用は控えめに。,5
06025,グリンピースは安全で栄養もあり、冷凍状態でも素材として適する。,8
11298,加熱済みの鶏ささみは低脂肪で良質なタンパク源、犬のレシピに適する。,9
17079,粉末の香辛料で消化器刺激の可能性があり、香辛料としては注意が必要。,4
07123,ぶどう由来で犬に腎障害を引き起こす危険があるため使用不可。,1
07131,マルメロは果実の一種で果肉は犬に与えやすい食材。,7
06255,塩漬の葉物野菜で栄養源になり得るが漬け調味があるため扱いに注意が必要。,7
10153,焼きのサーモン切り身は良質なタンパク源で犬のレシピ素材として適切。,9
18025,いんげんのごま和えは調味済みの惣菜で味付けがあるため素材として扱いにくい点がある。,4
01191,即席カップめんは多くの加工調味料を含む加工食品で素材としては不向き。,3
06032,生のオクラは消化しやすい野菜で犬に与えやすい食材。,8
10155,水煮のサバは加熱済みの良質な魚たんぱくで使用しやすい。,9
06340,食塩無添加のトマトジュースはトマト由来の良い素材で犬に使いやすい。,8
17047,麦みそは発酵大豆由来の調味料で塩分が高く、調味料としての使用が前提。,5
06142,だいこんのみそ漬は漬物で味付けが強いため素材としての扱いに注意が必要。,5
10474,蒸しだこの素揚げは加熱済みの魚介加工品でたんぱく源として使用可能。,8
06411,めねぎ（ねぎ類）は犬に有害な成分を含み溶血性貧血を引き起こすため使用不可。,1
11221,生の鶏もも肉は細菌リスクがあり、生のまま素材として使用する場合は注意が必要。,5
17078,乾燥パセリは香草として使用可能で少量なら犬にも安全に使える。,7
15107,ゼリーキャンデーは加工菓子で糖分が多く主素材には不向きだが成分次第で少量使用は可能。,5
11206,生の鴨肉（あひる肉）も生鶏同様に細菌リスクがあり生のままでの使用は注意が必要。,5
06031,ゆでたおかひじきは茹で済みの海藻様野菜で消化しやすくレシピ素材として適切。,8
07183,乾燥した果実類で品種により差はあるが乾燥実は一般に素材として使用可能。,7
11292,チキンナゲットは加工度の高い加工食品で添加物や衣があるため素材としては扱いにくい。,5
10041,生のいぼだい（魚）は寄生虫や細菌リスクがあり生食としては注意が必要。,6
17066,さんしょうは刺激性があり犬の消化器を刺激しやすいため、香辛料として使用は慎重にするべき。,3
08054,きくらげは食物繊維が豊富で犬のレシピに使えるが、生だと消化しにくい場合がある。,7
06185,トマトジュースはトマトの成分は問題ないが、食塩添加があり調整が必要となる。,6
04041,がんもどきは大豆由来のたんぱく源として利用できるが、油分や味付けに注意が必要。,6
06144,つまみな（葉）は葉物野菜としてビタミン・食物繊維があり犬の素材に適している。,8
02060,でん粉めんはゆで調理済みの炭水化物源として使用しやすく安全性が高い。,8
10243,養殖ぶりは良質なたんぱく源だが生の状態は寄生虫や細菌リスクがあるため注意が必要。,6
14001,オリーブ油は良質な脂質源でレシピ素材として適している。,9
10163,しめさばは加工・味付けが強く塩分や加工食品由来の懸念があるため使用は限定的にするべき。,4
06078,くわいは根菜として栄養源になり得るが生は硬く消化しにくいことがある。,7
11222,焼き鶏もも（皮つき）は良質なたんぱく質源だが皮の脂肪量に注意が必要。,10
06367,大根おろしは低カロリーで消化を助ける面があり犬の素材として適するが辛味に注意。,8
10422,焼き干しとびうおは良質なたんぱく源だが乾燥で塩分や旨味が濃縮されることがある。,6
11031,生の牛肉は良質なたんぱく源だが生食は細菌リスクがあるため加熱が望ましい。,7
11274,牛の横隔膜（生）は旨味のある部位だが生のため細菌リスクに留意が必要。,7
06205,にがうりは食物繊維やビタミンがあるが苦味成分で消化器に刺激を与える場合がある。,6
03025,水あめは高糖質でおやつ向きの甘味原料であり、主素材としては限定的に使うべき。,5
10451,水煮のまぐろ赤身は調理済みの良質なたんぱく源でレシピ素材として適している。,9
15168,あんパンは加工菓子で糖質・脂質が多く、主素材としては不向きで使用は限定的に。,4
10467,生のアルゼンチンあかえびは良質なたんぱくだが生の甲殻類は寄生虫・細菌リスクがあるため加熱が望ましい。,5
08023,きのこ類で栄養源・食物繊維として利用可能（食用種であることが前提）,7
01036,小麦製のパン類で炭水化物源として使えるが加工食品である,6
15009,菓子類で砂糖・脂質を含むため少量向け、主材料には不向き,5
14004,精製植物油はエネルギー源として適切で使いやすい,9
06030,野菜／海藻様の葉茎でミネラルや食物繊維の供給源として問題ない,8
07159,果実でビタミン豊富、種子は除去して与えると安全,8
07044,果汁飲料は酸味・糖分を含むため少量の使用が望ましい,6
01110,アルファ化米は消化性の良い炭水化物で犬のレシピ素材に適する,9
11066,牛肉は良質なタンパク源だが生は細菌リスクがあるため注意が必要,7
10295,生の貝類は細菌や寄生虫リスクがあるため注意が必要,5
04062,発酵大豆製品はタンパク質源として使えるが塩分に配慮が必要,7
10062,缶詰の魚（加熱済み）は良質なタンパク源で利用しやすい,9
17059,辛味の強い香辛料で消化器刺激を起こす可能性がある,3
02020,揚げたじゃがいもは加熱済みだが油分が高いため使用量に注意,6
