food_number,food_name,embedding_text
11264,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　ゆで,beef beef round round うし ぎゅうにく もも ももにく もも肉 ゆで ウシ ギュウニク モモ モモにく モモ肉 交雑牛肉 牛 牛もも肉 牛肉 畜肉類 皮下脂肪なし
11263,＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　焼き,beef beef round round うし ぎゅうにく もも ももにく もも肉 ウシ ギュウニク モモ モモにく モモ肉 交雑牛肉 焼き 牛 牛もも肉 牛肉 畜肉類 皮下脂肪なし
11265,＜畜肉類＞　うし　［交雑牛肉］　もも　赤肉　生,beef beef round round うし ぎゅうにく もも ももにく もも肉 ウシ ギュウニク モモ モモにく モモ肉 交雑牛肉 牛 牛もも肉 牛肉 生 畜肉類 赤肉
11266,＜畜肉類＞　うし　［交雑牛肉］　もも　脂身　生,beef beef round round うし ぎゅうにく もも ももにく もも肉 ウシ ギュウニク モモ モモにく モモ肉 交雑牛肉 牛 牛もも肉 牛肉 生 畜肉類 脂身
11267,＜畜肉類＞　うし　［交雑牛肉］　ヒレ　赤肉　生,beef beef tenderloin filet fillet tenderloin うし ぎゅうにく ひれ ひれにく ウシ ギュウニク ヒレ ヒレ肉 フィレ 交雑牛肉 牛 牛ヒレ肉 牛肉 生 畜肉類 赤肉
11060,＜畜肉類＞　うし　［輸入牛肉］　かた　脂身つき　生,beef beef shoulder chuck shoulder shoulder chuck うし かた かたにく かた肉 ぎゅうにく ウシ カタ肉 ギュウニク 牛 牛肉 牛肩肉 生 畜肉類 肩 肩肉 脂身つき 輸入牛肉
11061,＜畜肉類＞　うし　［輸入牛肉］　かた　皮下脂肪なし　生,beef beef shoulder chuck shoulder shoulder chuck うし かた かたにく かた肉 ぎゅうにく ウシ カタ肉 ギュウニク 牛 牛肉 牛肩肉 生 畜肉類 皮下脂肪なし 肩 肩肉 輸入牛肉
11062,＜畜肉類＞　うし　［輸入牛肉］　かた　赤肉　生,beef beef shoulder chuck shoulder shoulder chuck うし かた かたにく かた肉 ぎゅうにく ウシ カタ肉 ギュウニク 牛 牛肉 牛肩肉 生 畜肉類 肩 肩肉 赤肉 輸入牛肉
11063,＜畜肉類＞　うし　［輸入牛肉］　かた　脂身　生,beef beef shoulder chuck shoulder shoulder chuck うし かた かたにく かた肉 ぎゅうにく ウシ カタ肉 ギュウニク 牛 牛肉 牛肩肉 生 畜肉類 肩 肩肉 脂身 輸入牛肉
11064,＜畜肉類＞　うし　［輸入牛肉］　かたロース　脂身つき　生,beef beef chuck chuck chuck roll loin roll shoulder うし かたロース かたロース肉 ぎゅうにく ウシ カタロース ギュウニク 牛 牛肉 牛肩ロース 生 畜肉類 肩ロース 肩ロース肉 脂身つき 輸入牛肉
11065,＜畜肉類＞　うし　［輸入牛肉］　かたロース　皮下脂肪なし　生,beef beef chuck chuck chuck roll loin roll shoulder うし かたロース かたロース肉 ぎゅうにく ウシ カタロース ギュウニク 牛 牛肉 牛肩ロース 生 畜肉類 皮下脂肪なし 肩ロース 肩ロース肉 輸入牛肉
11066,＜畜肉類＞　うし　［輸入牛肉］　かたロース　赤肉　生,beef beef chuck chuck chuck roll loin roll shoulder うし かたロース かたロース肉 ぎゅうにく ウシ カタロース ギュウニク 牛 牛肉 牛肩ロース 生 畜肉類 肩ロース 肩ロース肉 赤肉 輸入牛肉
11067,＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　生,beef beef ribeye rib ribeye roast steak うし ぎゅうにく ウシ ギュウニク リブロース リブロースステーキ リブロース切り身 リブロース肉 牛 牛リブロース 牛肉 生 畜肉類 脂身つき 輸入牛肉
11269,＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　ゆで,beef beef ribeye rib ribeye roast steak うし ぎゅうにく ゆで ウシ ギュウニク リブロース リブロースステーキ リブロース切り身 リブロース肉 牛 牛リブロース 牛肉 畜肉類 脂身つき 輸入牛肉
11268,＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　焼き,beef beef ribeye rib ribeye roast steak うし ぎゅうにく ウシ ギュウニク リブロース リブロースステーキ リブロース切り身 リブロース肉 焼き 牛 牛リブロース 牛肉 畜肉類 脂身つき 輸入牛肉
11068,＜畜肉類＞　うし　［輸入牛肉］　リブロース　皮下脂肪なし　生,beef beef ribeye rib ribeye roast steak うし ぎゅうにく ウシ ギュウニク リブロース リブロースステーキ リブロース切り身 リブロース肉 牛 牛リブロース 牛肉 生 畜肉類 皮下脂肪なし 輸入牛肉
11069,＜畜肉類＞　うし　［輸入牛肉］　リブロース　赤肉　生,beef beef ribeye rib ribeye roast steak うし ぎゅうにく ウシ ギュウニク リブロース リブロースステーキ リブロース切り身 リブロース肉 牛 牛リブロース 牛肉 生 畜肉類 赤肉 輸入牛肉
11070,＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身　生,beef beef ribeye rib ribeye roast steak うし ぎゅうにく ウシ ギュウニク リブロース リブロースステーキ リブロース切り身 リブロース肉 牛 牛リブロース 牛肉 生 畜肉類 脂身 輸入牛肉
11071,＜畜肉類＞　うし　［輸入牛肉］　サーロイン　脂身つき　生,beef beef sirloin sirloin steak うし ぎゅうにく ウシ ギュウニク サーロイン サーロインステーキ サーロイン肉 牛 牛サーロイン 牛肉 生 畜肉類 脂身つき 輸入牛肉
11072,＜畜肉類＞　うし　［輸入牛肉］　サーロイン　皮下脂肪なし　生,beef beef sirloin sirloin steak うし ぎゅうにく ウシ ギュウニク サーロイン サーロインステーキ サーロイン肉 牛 牛サーロイン 牛肉 生 畜肉類 皮下脂肪なし 輸入牛肉
11073,＜畜肉類＞　うし　［輸入牛肉］　サーロイン　赤肉　生,beef beef sirloin sirloin うし ウシ サーロイン サーロイン肉 牛サーロイン肉 牛肉 生 畜肉類 赤肉 輸入牛肉
11074,＜畜肉類＞　うし　［輸入牛肉］　ばら　脂身つき　生,beef beef brisket belly brisket うし ばら ばら肉 ウシ バラ バラ肉 牛ばら肉 牛肉 生 畜肉類 脂身つき 輸入牛肉
11075,＜畜肉類＞　うし　［輸入牛肉］　もも　脂身つき　生,beef beef round round うし もも もも肉 ウシ モモ モモ肉 牛もも肉 牛肉 生 畜肉類 脂身つき 輸入牛肉
11076,＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　生,beef beef round round うし もも もも肉 ウシ モモ モモ肉 牛もも肉 牛肉 生 畜肉類 皮下脂肪なし 輸入牛肉
11271,＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　ゆで,beef beef round round うし もも もも肉 ゆで ウシ モモ モモ肉 牛もも肉 牛肉 畜肉類 皮下脂肪なし 輸入牛肉
11270,＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　焼き,beef beef round round うし もも もも肉 ウシ モモ モモ肉 焼き 牛もも肉 牛肉 畜肉類 皮下脂肪なし 輸入牛肉
11077,＜畜肉類＞　うし　［輸入牛肉］　もも　赤肉　生,beef beef round round うし もも もも肉 ウシ モモ モモ肉 牛もも肉 牛肉 生 畜肉類 赤肉 輸入牛肉
11078,＜畜肉類＞　うし　［輸入牛肉］　もも　脂身　生,beef beef round round うし もも もも肉 ウシ モモ モモ肉 牛もも肉 牛肉 生 畜肉類 脂身 輸入牛肉
11079,＜畜肉類＞　うし　［輸入牛肉］　そともも　脂身つき　生,beef beef outside outside outside round round うし そともも そともも肉 ウシ ソトモモ 外もも 外もも肉 牛そともも肉 牛肉 生 畜肉類 脂身つき 輸入牛肉
11080,＜畜肉類＞　うし　［輸入牛肉］　そともも　皮下脂肪なし　生,beef beef outside outside outside round round うし そともも そともも肉 ウシ ソトモモ 外もも 外もも肉 牛そともも肉 牛肉 生 畜肉類 皮下脂肪なし 輸入牛肉
11081,＜畜肉類＞　うし　［輸入牛肉］　そともも　赤肉　生,beef beef outside outside outside round round うし そともも そともも肉 ウシ ソトモモ 外もも 外もも肉 牛そともも肉 牛肉 生 畜肉類 赤肉 輸入牛肉
11082,＜畜肉類＞　うし　［輸入牛肉］　ランプ　脂身つき　生,beef beef rump rump うし らんぷ ウシ ランプ ランプ肉 牛ランプ肉 牛肉 生 畜肉類 脂身つき 輸入牛肉
11083,＜畜肉類＞　うし　［輸入牛肉］　ランプ　皮下脂肪なし　生,beef beef rump rump うし らんぷ ウシ ランプ ランプ肉 牛ランプ肉 牛肉 生 畜肉類 皮下脂肪なし 輸入牛肉
11084,＜畜肉類＞　うし　［輸入牛肉］　ランプ　赤肉　生,beef beef rump rump うし らんぷ ウシ ランプ ランプ肉 牛ランプ肉 牛肉 生 畜肉類 赤肉 輸入牛肉
11085,＜畜肉類＞　うし　［輸入牛肉］　ヒレ　赤肉　生,beef beef tenderloin filet tenderloin うし ひれ ウシ ヒレ ヒレ肉 フィレ フィレ肉 牛ヒレ肉 牛肉 生 畜肉類 赤肉 輸入牛肉
11086,＜畜肉類＞　うし　［子牛肉］　リブロース　皮下脂肪なし　生,beef rib rib roast roast veal veal rib うし ウシ リブロース リブロース肉 子牛 子牛リブロース肉 子牛肉 牛肉 生 畜肉類 皮下脂肪なし
11087,＜畜肉類＞　うし　［子牛肉］　ばら　皮下脂肪なし　生,beef brisket veal veal brisket うし ばら ばら肉 ウシ バラ バラ肉 子牛 子牛ばら肉 子牛肉 牛肉 生 畜肉類 皮下脂肪なし
11088,＜畜肉類＞　うし　［子牛肉］　もも　皮下脂肪なし　生,beef round veal veal round うし もも もも肉 ウシ モモ モモ肉 子牛 子牛もも肉 子牛肉 牛肉 生 畜肉類 皮下脂肪なし
11089,＜畜肉類＞　うし　［ひき肉］　生,beef ground ground beef minced うし ひき肉 ウシ ミンチ ミンチ肉 挽肉 牛ひき肉 牛肉 生 畜肉類
11272,＜畜肉類＞　うし　［ひき肉］　焼き,beef ground ground beef minced うし ひき肉 ウシ ミンチ ミンチ肉 挽肉 焼き 牛ひき肉 牛肉 畜肉類
11090,＜畜肉類＞　うし　［副生物］　舌　生,beef beef tongue tongue うし ぎゅうたん した ウシ ギュウタン タン 副生物 牛 牛タン 牛舌 生 畜肉類 舌
11273,＜畜肉類＞　うし　［副生物］　舌　焼き,beef beef tongue tongue うし ぎゅうたん した ウシ ギュウタン タン 副生物 焼き 牛 牛タン 牛舌 畜肉類 舌
11091,＜畜肉類＞　うし　［副生物］　心臓　生,beef beef heart heart うし しんぞう はつ ウシ シンゾウ ハツ 副生物 心臓 牛 牛ハツ 生 畜肉類
11092,＜畜肉類＞　うし　［副生物］　肝臓　生,beef beef liver liver うし かんぞう ればー ウシ カンゾウ レバー 副生物 牛 牛レバー 生 畜肉類 肝臓
11093,＜畜肉類＞　うし　［副生物］　じん臓　生,beef beef kidney kidney うし じんぞう じん臓 ウシ ジンゾウ 副生物 牛 牛腎臓 生 畜肉類 腎臓
11094,＜畜肉類＞　うし　［副生物］　第一胃　ゆで,beef beef tripe tripe うし みの ゆで ウシ ミノ 副生物 牛 牛ミノ 畜肉類 第一胃 胃
11095,＜畜肉類＞　うし　［副生物］　第二胃　ゆで,beef beef tripe honeycomb tripe うし はちのす ゆで ウシ ハチノス 副生物 牛 牛ハチノス 畜肉類 第二胃 胃
11096,＜畜肉類＞　うし　［副生物］　第三胃　生,beef beef tripe omasum tripe うし せんまい ウシ センマイ 副生物 牛 牛センマイ 生 畜肉類 第三胃 胃
11097,＜畜肉類＞　うし　［副生物］　第四胃　ゆで,abomasum beef beef tripe tripe うし ぎあら ゆで ウシ ギアラ 副生物 牛 牛ギアラ 畜肉類 第四胃 胃
11098,＜畜肉類＞　うし　［副生物］　小腸　生,beef beef small intestine small small intestine うし しょうちょう ウシ ショウチョウ ホルモン 副生物 小腸 牛 牛小腸 生 畜肉類 腸
11099,＜畜肉類＞　うし　［副生物］　大腸　生,beef beef large intestine large large intestine うし だいちょう ウシ シマチョウ ダイチョウ 副生物 大腸 牛 牛大腸 生 畜肉類 腸
11100,＜畜肉類＞　うし　［副生物］　直腸　生,beef beef rectum rectum うし ちょくちょう ウシ チョクチョウ 副生物 牛 牛直腸 生 畜肉類 直腸
11101,＜畜肉類＞　うし　［副生物］　腱　ゆで,beef beef tendon tendon うし けん すじ ゆで ウシ ケン スジ 副生物 牛 牛すじ 牛筋 畜肉類 腱
11102,＜畜肉類＞　うし　［副生物］　子宮　ゆで,beef beef uterus uterus うし しきゅう ゆで ウシ シキュウ 副生物 子宮 牛 牛子宮 畜肉類
11103,＜畜肉類＞　うし　［副生物］　尾　生,beef oxtail うし お てーる ウシ オックステール テール 副生物 尾 牛 牛テール 生 畜肉類
11274,＜畜肉類＞　うし　［副生物］　横隔膜　生,beef beef skirt diaphragm harami skirt skirt harami steak うし おうかくまく はらみ ウシ オウカクマク ハラミ 副生物 横隔膜 牛 生 畜肉類
11296,＜畜肉類＞　うし　［副生物］　横隔膜　ゆで,beef beef skirt diaphragm harami skirt skirt harami steak うし おうかくまく はらみ ゆで ウシ オウカクマク ハラミ 副生物 横隔膜 牛 畜肉類
11297,＜畜肉類＞　うし　［副生物］　横隔膜　焼き,beef beef skirt diaphragm harami skirt skirt harami steak うし おうかくまく はらみ ウシ オウカクマク ハラミ 副生物 横隔膜 焼き 牛 畜肉類
11104,＜畜肉類＞　うし　［加工品］　ローストビーフ,beef roast roast beef うし ろーすとびーふ ウシ ローストビーフ 加工品 牛 畜肉類
11108,＜畜肉類＞　うし　［加工品］　スモークタン,beef beef tongue smoked smoked beef tongue うし ぎゅうたん すもーくたん ウシ ギュウタン スモークタン 加工品 牛 牛タン 畜肉類
11109,＜畜肉類＞　うま　肉　赤肉　生,horse horse meat meat うま うまにく ウマ ウマニク 生 畜肉類 肉 赤肉 馬 馬肉
11110,＜畜肉類＞　くじら　肉　赤肉　生,meat whale whale meat くじら くじらにく クジラ 生 畜肉類 肉 赤肉 鯨 鯨肉
11111,＜畜肉類＞　くじら　うねす　生,meat whale whale meat うねす くじら くじらにく ウネス クジラ 生 畜肉類 鯨 鯨肉
11112,＜畜肉類＞　くじら　本皮　生,meat whale whale meat くじら くじらにく ほんかわ クジラ ホンカワ 本皮 生 畜肉類 鯨 鯨肉
11113,＜畜肉類＞　くじら　さらしくじら,kujira meat sarashi sarashi kujira whale くじら くじらにく さらしくじら クジラ サラシクジラ 畜肉類 鯨 鯨肉
11114,＜畜肉類＞　しか　あかしか　赤肉　生,deer venison あかしか しか しかにく アカシカ シカ シカニク 生 畜肉類 赤肉 赤鹿 鹿 鹿肉
11275,＜畜肉類＞　しか　にほんじか　赤肉　生,deer venison しか にほんじか シカ ニホンジカ 日本鹿 生 畜肉類 赤肉 鹿 鹿肉
11294,＜畜肉類＞　しか　にほんじか　えぞしか　赤肉　生,deer venison えぞしか しか にほんじか エゾシカ シカ ニホンジカ 日本鹿 生 畜肉類 蝦夷鹿 赤肉 鹿 鹿肉
11295,＜畜肉類＞　しか　にほんじか　きゅうしゅうじか　赤肉　生,deer venison きゅうしゅうじか しか にほんじか キュウシュウジカ シカ ニホンジカ 九州鹿 生 畜肉類 赤肉 鹿 鹿肉
11311,＜畜肉類＞　しか　にほんじか　ほんしゅうじか　赤肉　生,deer venison しか にほんじか ほんしゅうじか シカ ニホンジカ ホンシュウジカ 本州鹿 生 畜肉類 赤肉 鹿 鹿肉
11115,＜畜肉類＞　ぶた　［大型種肉］　かた　脂身つき　生,pork pork shoulder shoulder かた かたにく ぶた ぶたにく ブタ ブタニク 大型種肉 生 畜肉類 肩 肩肉 脂身つき 豚 豚肉 豚肩肉
11116,＜畜肉類＞　ぶた　［大型種肉］　かた　皮下脂肪なし　生,pork pork shoulder shoulder かた かたにく ぶた ぶたにく ブタ ブタニク 大型種肉 生 畜肉類 皮下脂肪なし 肩 肩肉 豚 豚肉 豚肩肉
11117,＜畜肉類＞　ぶた　［大型種肉］　かた　赤肉　生,pork pork shoulder shoulder かた かたにく ぶた ぶたにく ブタ ブタニク 大型種肉 生 畜肉類 肩 肩肉 豚 豚肉 豚肩肉 赤肉
11119,＜畜肉類＞　ぶた　［大型種肉］　かたロース　脂身つき　生,loin pork pork shoulder shoulder shoulder loin かたロース ぶた カタロース ブタ ロース ロース肉 大型種肉 生 畜肉類 肩ロース 脂身つき 豚 豚肉 豚肩ロース
11120,＜畜肉類＞　ぶた　［大型種肉］　かたロース　皮下脂肪なし　生,loin pork pork shoulder shoulder shoulder loin かたロース ぶた カタロース ブタ ロース ロース肉 大型種肉 生 畜肉類 皮下脂肪なし 肩ロース 豚 豚肉 豚肩ロース
11121,＜畜肉類＞　ぶた　［大型種肉］　かたロース　赤肉　生,loin pork pork shoulder shoulder shoulder loin かたロース ぶた カタロース ブタ ロース ロース肉 大型種肉 生 畜肉類 肩ロース 豚 豚肉 豚肩ロース 赤肉
11122,＜畜肉類＞　ぶた　［大型種肉］　かたロース　脂身　生,loin pork pork shoulder shoulder shoulder loin かたロース ぶた カタロース ブタ ロース ロース肉 大型種肉 生 畜肉類 肩ロース 脂身 豚 豚肉 豚肩ロース
11123,＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　生,loin pork pork loin ぶた ブタ ロース ロース肉 大型種肉 生 畜肉類 脂身つき 豚 豚ロース 豚肉
11125,＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　ゆで,loin pork pork loin ぶた ゆで ブタ ロース ロース肉 大型種肉 畜肉類 脂身つき 豚 豚ロース 豚肉
11124,＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　焼き,loin pork pork loin ぶた ブタ ロース ロース肉 大型種肉 焼き 畜肉類 脂身つき 豚 豚ロース 豚肉
11126,＜畜肉類＞　ぶた　［大型種肉］　ロース　皮下脂肪なし　生,loin pork pork loin ぶた ぶたにく ろーす ブタ ロース ロース肉 大型種肉 生 畜肉類 皮下脂肪なし 豚ロース 豚ロース肉 豚肉
11127,＜畜肉類＞　ぶた　［大型種肉］　ロース　赤肉　生,loin pork pork loin ぶた ぶたにく ろーす ブタ ロース ロース肉 大型種肉 生 畜肉類 豚ロース 豚ロース肉 豚肉 赤肉
11128,＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身　生,loin pork pork loin ぶた ぶたにく ろーす ブタ ロース ロース肉 大型種肉 生 畜肉類 脂身 豚ロース 豚ロース肉 豚肉
11129,＜畜肉類＞　ぶた　［大型種肉］　ばら　脂身つき　生,belly pork pork belly ばら ばら肉 ぶた ぶたにく バラ バラ肉 ブタ 大型種肉 生 畜肉類 脂身つき 豚ばら 豚ばら肉 豚バラ 豚バラ肉 豚肉
11277,＜畜肉類＞　ぶた　［大型種肉］　ばら　脂身つき　焼き,belly pork pork belly ばら ばら肉 ぶた ぶたにく バラ バラ肉 ブタ 大型種肉 焼き 畜肉類 脂身つき 豚ばら 豚ばら肉 豚バラ 豚バラ肉 豚肉
11130,＜畜肉類＞　ぶた　［大型種肉］　もも　脂身つき　生,ham leg pork pork thigh thigh ぶた ぶたにく もも もも肉 ブタ モモ モモ肉 大型種肉 生 畜肉類 脂身つき 腿 豚もも 豚もも肉 豚肉
11131,＜畜肉類＞　ぶた　［大型種肉］　もも　皮下脂肪なし　生,ham leg pork pork thigh thigh ぶた ぶたにく もも もも肉 ブタ モモ モモ肉 大型種肉 生 畜肉類 皮下脂肪なし 腿 豚もも 豚もも肉 豚肉
11133,＜畜肉類＞　ぶた　［大型種肉］　もも　皮下脂肪なし　ゆで,ham leg pork pork thigh thigh ぶた ぶたにく もも もも肉 ゆで ブタ モモ モモ肉 大型種肉 畜肉類 皮下脂肪なし 腿 豚もも 豚もも肉 豚肉
11132,＜畜肉類＞　ぶた　［大型種肉］　もも　皮下脂肪なし　焼き,ham leg pork pork thigh thigh ぶた ぶたにく もも もも肉 ブタ モモ モモ肉 大型種肉 焼き 畜肉類 皮下脂肪なし 腿 豚もも 豚もも肉 豚肉
11134,＜畜肉類＞　ぶた　［大型種肉］　もも　赤肉　生,ham leg pork pork thigh thigh ぶた ぶたにく もも もも肉 ブタ モモ モモ肉 大型種肉 生 畜肉類 腿 豚もも 豚もも肉 豚肉 赤肉
11135,＜畜肉類＞　ぶた　［大型種肉］　もも　脂身　生,ham leg pork pork thigh thigh ぶた ぶたにく もも もも肉 ブタ モモ モモ肉 大型種肉 生 畜肉類 脂身 腿 豚もも 豚もも肉 豚肉
11136,＜畜肉類＞　ぶた　［大型種肉］　そともも　脂身つき　生,outside outside round pork pork outside round そともも そともも肉 ぶた ぶたにく ソトモモ ブタ 外もも 外もも肉 外モモ 大型種肉 生 畜肉類 脂身つき 豚そともも 豚外もも 豚外もも肉 豚肉
11137,＜畜肉類＞　ぶた　［大型種肉］　そともも　皮下脂肪なし　生,outside outside round pork pork outside round そともも そともも肉 ぶた ぶたにく ソトモモ ブタ 外もも 外もも肉 外モモ 大型種肉 生 畜肉類 皮下脂肪なし 豚そともも 豚外もも 豚外もも肉 豚肉
11138,＜畜肉類＞　ぶた　［大型種肉］　そともも　赤肉　生,outside outside round pork pork outside round そともも そともも肉 ぶた ぶたにく ソトモモ ブタ 外もも 外もも肉 外モモ 大型種肉 生 畜肉類 豚そともも 豚外もも 豚外もも肉 豚肉 赤肉
11139,＜畜肉類＞　ぶた　［大型種肉］　そともも　脂身　生,outside outside round pork pork outside round そともも そともも肉 ぶた ぶたにく ソトモモ ブタ 外もも 外もも肉 外モモ 大型種肉 生 畜肉類 脂身 豚そともも 豚外もも 豚外もも肉 豚肉
11140,＜畜肉類＞　ぶた　［大型種肉］　ヒレ　赤肉　生,fillet pork pork tenderloin tenderloin ひれ ぶた ぶたにく ヒレ ヒレ肉 ブタ 大型種肉 生 畜肉類 豚ヒレ 豚ヒレ肉 豚肉 赤肉
11278,＜畜肉類＞　ぶた　［大型種肉］　ヒレ　赤肉　焼き,fillet pork pork tenderloin tenderloin ひれ ぶた ぶたにく ヒレ ヒレ肉 ブタ 大型種肉 焼き 畜肉類 豚ヒレ 豚ヒレ肉 豚肉 赤肉
11141,＜畜肉類＞　ぶた　［中型種肉］　かた　脂身つき　生,pork pork shoulder shoulder かた かた肉 ぶた ぶたにく カタ ブタ 中型種肉 生 畜肉類 肩 肩肉 脂身つき 豚かた 豚肉 豚肩 豚肩肉
11142,＜畜肉類＞　ぶた　［中型種肉］　かた　皮下脂肪なし　生,pork pork shoulder shoulder かた かた肉 ぶた ぶたにく カタ ブタ 中型種肉 生 畜肉類 皮下脂肪なし 肩 肩肉 豚かた 豚肉 豚肩 豚肩肉
11143,＜畜肉類＞　ぶた　［中型種肉］　かた　赤肉　生,pork pork shoulder shoulder かた かた肉 ぶた ぶたにく カタ ブタ 中型種肉 生 畜肉類 肩 肩肉 豚かた 豚肉 豚肩 豚肩肉 赤肉
11144,＜畜肉類＞　ぶた　［中型種肉］　かた　脂身　生,pork pork shoulder shoulder かた かたにく ぶた ぶたにく カタ ブタ ブタニク 中型種肉 生 畜肉類 肩 肩肉 脂身 豚 豚肉 豚肩肉
11145,＜畜肉類＞　ぶた　［中型種肉］　かたロース　脂身つき　生,loin pork pork shoulder shoulder shoulder loin かたろーす かたロース ぶた ぶたにく カタロース ブタ 中型種肉 生 畜肉類 肩ロース 肩ロース肉 脂身つき 豚 豚肉 豚肩ロース
11146,＜畜肉類＞　ぶた　［中型種肉］　かたロース　皮下脂肪なし　生,loin pork pork shoulder shoulder shoulder loin かたろーす かたロース ぶた ぶたにく カタロース ブタ 中型種肉 生 畜肉類 皮下脂肪なし 肩ロース 肩ロース肉 豚 豚肉 豚肩ロース
11147,＜畜肉類＞　ぶた　［中型種肉］　かたロース　赤肉　生,loin pork pork shoulder shoulder shoulder loin かたろーす かたロース ぶた ぶたにく カタロース ブタ 中型種肉 生 畜肉類 肩ロース 肩ロース肉 豚 豚肉 豚肩ロース 赤肉
11148,＜畜肉類＞　ぶた　［中型種肉］　かたロース　脂身　生,loin pork pork shoulder shoulder shoulder loin かたろーす かたロース ぶた ぶたにく カタロース ブタ 中型種肉 生 畜肉類 肩ロース 肩ロース肉 脂身 豚 豚肉 豚肩ロース
11149,＜畜肉類＞　ぶた　［中型種肉］　ロース　脂身つき　生,loin pork pork loin ぶた ぶたにく ろーす ろーすにく ブタ ポークロイン ロース ロース肉 中型種肉 生 畜肉類 脂身つき 豚 豚ロース 豚肉
11150,＜畜肉類＞　ぶた　［中型種肉］　ロース　皮下脂肪なし　生,loin pork pork loin ぶた ぶたにく ろーす ろーすにく ブタ ポークロイン ロース ロース肉 中型種肉 生 畜肉類 皮下脂肪なし 豚 豚ロース 豚肉
11151,＜畜肉類＞　ぶた　［中型種肉］　ロース　赤肉　生,loin pork pork loin ぶた ぶたにく ろーす ろーすにく ブタ ポークロイン ロース ロース肉 中型種肉 生 畜肉類 豚 豚ロース 豚肉 赤肉
11152,＜畜肉類＞　ぶた　［中型種肉］　ロース　脂身　生,loin pork pork loin ぶた ぶたにく ろーす ろーすにく ブタ ポークロイン ロース ロース肉 中型種肉 生 畜肉類 脂身 豚 豚ロース 豚肉
11153,＜畜肉類＞　ぶた　［中型種肉］　ばら　脂身つき　生,belly meat pork pork belly ばら ばらにく ぶた ぶたにく バラ バラ肉 ブタ 中型種肉 生 畜肉類 脂身つき 腹肉 豚 豚バラ 豚バラ肉 豚肉
11154,＜畜肉類＞　ぶた　［中型種肉］　もも　脂身つき　生,leg pork pork leg thigh ぶた ぶたにく もも ももにく もも肉 ブタ モモ 中型種肉 生 畜肉類 脂身つき 腿肉 豚 豚もも 豚もも肉 豚肉
11155,＜畜肉類＞　ぶた　［中型種肉］　もも　皮下脂肪なし　生,leg pork pork leg thigh ぶた ぶたにく もも ももにく もも肉 ブタ モモ 中型種肉 生 畜肉類 皮下脂肪なし 腿肉 豚 豚もも 豚もも肉 豚肉
11156,＜畜肉類＞　ぶた　［中型種肉］　もも　赤肉　生,leg pork pork leg thigh ぶた ぶたにく もも ももにく もも肉 ブタ モモ 中型種肉 生 畜肉類 腿肉 豚 豚もも 豚もも肉 豚肉 赤肉
11157,＜畜肉類＞　ぶた　［中型種肉］　もも　脂身　生,leg pork pork leg thigh ぶた ぶたにく もも ももにく もも肉 ブタ モモ 中型種肉 生 畜肉類 脂身 腿肉 豚 豚もも 豚もも肉 豚肉
11158,＜畜肉類＞　ぶた　［中型種肉］　そともも　脂身つき　生,outer outer thigh pork pork outer round thigh そともも ぶた ぶたにく ソトモモ ブタ 中型種肉 外もも 外もも肉 外腿 外腿肉 生 畜肉類 脂身つき 豚 豚外もも肉 豚肉
11159,＜畜肉類＞　ぶた　［中型種肉］　そともも　皮下脂肪なし　生,outer outer thigh pork pork outer round thigh そともも ぶた ぶたにく ソトモモ ブタ 中型種肉 外もも 外もも肉 外腿 外腿肉 生 畜肉類 皮下脂肪なし 豚 豚外もも肉 豚肉
11160,＜畜肉類＞　ぶた　［中型種肉］　そともも　赤肉　生,outer outer thigh pork pork outer round thigh そともも ぶた ぶたにく ソトモモ ブタ 中型種肉 外もも 外もも肉 外腿 外腿肉 生 畜肉類 豚 豚外もも肉 豚肉 赤肉
11161,＜畜肉類＞　ぶた　［中型種肉］　そともも　脂身　生,outer outer thigh pork pork outer round thigh そともも ぶた ぶたにく ソトモモ ブタ 中型種肉 外もも 外もも肉 外腿 外腿肉 生 畜肉類 脂身 豚 豚外もも肉 豚肉
11162,＜畜肉類＞　ぶた　［中型種肉］　ヒレ　赤肉　生,fillet pork pork tenderloin tenderloin ひれ ひれにく ぶた ぶたにく ヒレ ヒレ肉 フィレ ブタ 中型種肉 生 畜肉類 豚 豚ヒレ 豚ヒレ肉 豚肉 赤肉
11163,＜畜肉類＞　ぶた　［ひき肉］　生,ground ground pork minced pork ひきにく ひき肉 ぶた ぶたにく ヒキニク ブタ 挽き肉 挽肉 生 畜肉類 豚 豚ひき肉 豚挽肉 豚肉
