食品番号,理由,スコア
07023,梅干しは強い酸味と高い塩分を含む加工食品で、犬には刺激や負担になるため注意が必要。,4
10115,銀鱈は良質な魚のたんぱく源で犬のレシピ素材として適している。,9
10380,かまぼこは魚由来の加工品で使用可能だが、加工調味や塩分に注意が必要。,7
04099,絹ごし豆腐は消化しやすい植物性たんぱく源として利用可能。,8
15153,桜もち（和菓子）は砂糖やもちの粘着性があり、加工菓子として原則注意が必要。,5
11111,くじら肉は動物性たんぱく源として利用できるが、一般的な肉同様に扱う必要がある。,9
01108,七分つき米は消化に良い炭水化物源で犬のレシピ素材として適している。,9
01114,上新粉（米粉）は犬のレシピで使いやすい炭水化物原料である。,9
04032,木綿豆腐はたんぱく源として利用可能で、調理して与えやすい。,8
10244,ほうぼう（魚）は良質な魚のたんぱく源で犬の食材として適している。,9
11176,ロースハムは加工肉で塩分や保存料が多い可能性があり、使用時は注意が必要。,5
16005,アルコール飲料は犬に有害で、中枢神経や内臓に影響を及ぼすため使用不可。,1
10201,すけとうだら（たら類）は犬に適した魚のたんぱく源である。,9
06095,しそ（青じそ）は香味野菜として安全で、少量なら犬の食材に適する。,8
10298,たいらがい貝柱は良質な魚介たんぱく源で、適切に調理すれば利用可能。,8
10458,開き干し焼きのにしまあじは調理済み魚で利用可能だが、骨や塩分に注意。,8
10318,味付け缶詰の貝類は味付けや保存料・塩分が強い場合が多く、素材としては注意が必要。,5
05007,殻つきの種子類と思われ、殻による誤嚥や消化不良、脂肪量や成分の不明点があり注意が必要,4
12019,卵は良質な蛋白源で、加熱された卵焼きは犬のレシピ素材として適している,9
15067,麦粉・砂糖等の和菓子で栄養価は低く加工食品のため素材としては限定的に使用するのが望ましい,5
05020,殻および渋皮を除く必要がある種実で、タンニン等による消化器症状のリスクがあるため注意が必要,4
07024,梅びしおは塩分や酸味が強く、味付け系の素材としては注意が必要（加工調味料）,4
06221,ゆでにんじんは消化しやすくビタミンや食物繊維が豊富で犬に適した素材,9
06409,生の島にんじんは繊維質で安全な野菜素材だが、消化性を考慮して調理が望ましい場合もある,8
10001,あいなめなどの魚は良質な動物性蛋白で犬のレシピ素材として適している,9
10440,蒸しの養殖サーモンは加熱済みの良質な魚類で、犬の素材として非常に適している,10
15064,糖衣を施した大豆菓子は加工・糖分が多く、素材としては限定的な利用が適切,5
17080,わさび・からし等の香辛料は刺激が強く消化器刺激のリスクがあるため注意が必要,3
15178,ドーナッツは油脂・糖分が高い加工菓子で、素材としては限定的に使用するのが望ましい,5
06359,油いためのほうれんそうは葉物野菜として栄養価があり利用できるが、鉄分やシュウ酸を考慮する必要がある,8
04077,乾燥の全粒黒大豆は植物性たんぱく源として利用可能だが、生のままでは調理が必要,7
04025,乾燥の全粒黄大豆も同様に良い植物性たんぱく源で、調理して利用する素材として適している,7
07038,塩漬けオリーブは果実自体は可だが塩分と種子に注意が必要,6
10374,ほやは海産のタンパク源だが風味やアレルギー、加熱の可否を考慮する必要がある,6
14009,パーム油は脂質源として使用できるが飽和脂肪が多く量に注意が必要,7
12016,乾燥卵白は良質な蛋白源で、加工形態としてレシピ素材に適している,9
06314,リーフレタスは水分と食物繊維が多く消化に優れた葉物野菜で素材として適している,9
14013,安全な植物性脂質でエネルギー源になる。調理素材として利用しやすい。,8
08031,栽培マッシュルームは一般に安全で、食物繊維やミネラル源として使える。,8
10093,削り節を甘辛く煮た加工品で塩分・調味料が多く、そのまま素材としては不向き。,3
07047,マーマレードはオレンジの皮を含む加工品で苦味成分や香気成分、糖分が多い点が懸念される。,4
10311,ホタテは良質な魚介タンパクで犬のレシピ素材として適している。,9
14023,あまに（亜麻仁）油は必須脂肪酸を含む良質な油脂で栄養的に有用。,9
04006,加糖された練りあんは加工度が高く糖分が中心のため、素材としては限定的。,5
17130,あごだしは風味付けの調味料で塩分やうま味が濃く、そのまま主素材に使うには適さない。,4
02048,紫芋は根菜類として栄養価が高く、犬のレシピ素材として利用可能。,8
11002,猪豚（いのぶた）肉は良質な動物性タンパク源でレシピ素材として適している。,9
15110,ドロップ類は高加工の糖菓で甘味料や添加物が中心のため基本的に素材向きではない。,4
09050,乾燥ひじきはミネラル源として使えるが、特性上ミネラルや無機質の含有に注意が必要な海藻類。,6
13014,生クリームは乳脂肪が豊富で風味付けには利用できるが脂質が主要成分である。,6
01062,即席めんは多くの調味料・添加物・塩分を含む加工食品で素材としては不適切。,3
11202,ラム肉は良質なタンパク源で犬のレシピ素材として適している。,9
06033,ゆでオクラは消化に良い野菜で、食物繊維やビタミン源として使いやすい。,9
10123,めごち（魚）は魚類として良質なタンパク源でレシピ素材に適している。,9
10362,茹でたまだこは魚介の良質なタンパク源で犬のレシピ素材として適している。,9
05023,未熟なはす（蓮）は一部で渋味や消化への影響があり、扱いに注意が必要な植物性素材。,7
10364,あみの塩辛は発酵・塩漬けの加工品で塩分や強い風味があるため素材としては適さない。,3
15078,加工度が高く糖分・脂肪が多い菓子類で、犬の主要素材としては不向き（嗜好性は高いが栄養素材としては限定的）,4
07167,かんきつ類の果肉（じょうのう膜を除いた砂じょう）は一般的に犬に与えて問題ない栄養源,8
01088,精白米は消化しやすい炭水化物で犬のレシピ素材として適している,9
06378,ゆでたスイートコーンの実は安全な野菜性の炭水化物・食物繊維源で使用可能,8
09047,わかめ（めかぶ）はミネラルや食物繊維を含むがヨウ素量に注意が必要な海藻類,7
01183,赤米は全粒に近い米で炭水化物と食物繊維の供給源として適している,8
04039,生揚げ（厚揚げ）は大豆由来のたんぱく源として利用できるが油分が多めの加工食品である,6
15187,チョコレートはテオブロミン・カフェインを含み、犬に神経・心臓系の中毒を起こすため危険,1
06248,加熱した赤ピーマンはビタミンを含む安全な野菜で、調理油の影響のみ注意が必要,8
11115,豚肉は良質な動物性たんぱく源で犬のレシピ素材として適している（脂身は量に注意）,9
10213,どじょうなどの魚類は良質なたんぱく源で、魚特有の栄養（脂肪酸等）を期待できる,9
09059,わかめの水煮の汁はミネラルを含むが、成分により塩分・ヨウ素に注意が必要な液体成分,7
13019,植物性ホイップクリームは糖脂肪が高く栄養素材としては限定的だが、付加的な風味素材として使える,5
16007,ビールなどのアルコール飲料はエタノールを含み犬に中枢神経抑制などの有害作用を起こすため危険,1
17113,焼き肉のたれは複合調味料で塩分・糖分が高く、にんにく・玉ねぎ系が含まれることが多いため素材としては不適切,3
01081,半つき米は精白度の低い米で炭水化物や食物繊維の供給源として適している,9
17089,精製塩は調味料として利用される成分で、単体では栄養素材としては限定的（塩分管理が必要）,5
12020,ピータンは加工された保存食品で塩分や加工添加物が多く含まれる場合があり、原料卵とは性質が異なるため注意が必要,3
17033,ミートソースは複合調味済み食品で、玉ねぎ・にんにく・塩分等が含まれる可能性が高く素材としては不向き,3
18016,メンチカツ（フライ用冷凍）は複合加工食品で衣や油分・調味料が多く、犬の基本素材としては適さない,3
17044,発酵大豆由来の調味料で旨味があり犬のレシピ素材として使いやすい（塩分量に配慮）,8
10021,天然の魚で良質なタンパク源、魚の切り身は素材として適切,9
11183,豚肉由来のタンパク源だがベーコンは加工品で塩分・脂質が高め,5
11125,加熱済みの豚ロースで良質なタンパク源、脂身は量に配慮して使用,9
04027,大豆は良い植物性たんぱく源だが乾燥状態は調理して与える方が適切,7
17052,ルウ類は加工度が高く調味料成分が多いため素材としてはやや注意が必要,5
06021,ゆでたさやえんどうは低脂肪で食物繊維があり犬のレシピ素材として適している,8
01119,もち米由来の加工食品で炭水化物源として使えるが加工品である点に留意,6
06172,辛味成分が強く消化器に刺激を与える可能性があるため注意が必要,3
15015,砂糖を主成分とする和菓子で高糖分、菓子類としての使用は制限が望ましい,5
11223,加熱済みの鶏ももは良質なたんぱく源、皮つきは脂質に配慮して使用,9
06302,よもぎは食用の葉物で風味付けや野菜素材として利用可能,8
10430,牡蠣は良質だがフライは衣や油が付く加工品で脂質や塩分に注意が必要,5
06052,からしなは葉物野菜として使えるが辛みや独特の風味に注意,7
16041,緑茶の浸出液はカフェイン等が含まれ犬に有害となるため不適切,1
01024,ホットケーキ用プレミックスは便利な加工粉だが糖脂等を含む点に留意,6
10188,すずきは白身の良質な魚で犬のレシピ素材として適切,9
06014,やまうどの茎は山菜として風味付けに使えるが独特の成分に注意,7
07026,みかんの果肉は水分・ビタミン源として与えやすく素材向き（果皮は除去）,8
10322,加熱済みのえびは良質なたんぱく源、殻は除去して使用する前提,9
03032,還元水あめは単純糖質であり少量なら問題ないが、素材としては加工度が高い,5
18026,ねぎ（ネギ属）が含まれており、溶血性貧血を引き起こすため不適,1
15171,デニッシュペストリーは油脂・糖分が多い加工食品で、素材としては使えるが理想的ではない,5
07133,マンゴスチンの果肉は一般に問題なく与えられる果物で、素材として使用可能,7
01028,コッペパンは小麦製品で少量なら問題ないが加工食品である,6
06004,あさつきはネギ属に該当し、溶血性貧血のリスクがあるため不適,1
15181,菓子パンは糖分・脂肪を含む加工食品で、素材としては使えるが栄養的に最適ではない,5
06223,にんにくはネギ属（アリル化合物）を含み、溶血性貧血などの危険があるため不適,1
17097,ごま酢は基本的に安全な調味料で、芝麻や酢は犬に問題ないことが多い,6
16034,玉露（緑茶）の浸出液はカフェインを含み、神経・心臓系に影響を与えるため不適,1
04102,こしあん（加糖）は小豆由来で毒性はないが糖分を含む加工品である,5
16044,紅茶の浸出液はカフェインを含み、犬には有害となる可能性があるため不適,1
01057,即席中華めんは調味料に塩分・油分やネギ類が含まれる場合があり、複合加工品として注意が必要,3
15081,ミートパイは肉は良い素材だが、パイ生地や調味料で脂肪・塩分が高く加工品として注意が必要,4
17035,トマトペーストは果肉由来で塩無添加なら素材として使いやすく安全性が高い,8
15121,くずもちはでん粉由来の和菓子で毒性はないが加工品で栄養価は限定される,6
07139,缶詰ももの果肉・液汁は果実として与えられるが糖分を含む加工品である,7
11083,牛ランプ（生）は良質な動物性タンパク源で、犬のレシピ素材として理想的,10
06151,たけのこ水煮は加熱済みで消化しやすく、犬の素材として問題なく使える,8
05010,日本ぐり（生）は果実／種実類で毒性はなく、適切に調理すれば素材として使用可能,7
15179,高脂質・高糖質の加工菓子。少量なら問題ないが主素材としては不向き。,5
10391,良質な魚のタンパク源。骨は除去し、鮮度管理や加熱に注意して使用。,9
10290,良質な魚介のタンパク源。貝殻や不純物を取り除き、加熱して安全に使える。,8
15065,砂糖や香辛料を含む和菓子の加工品。糖分・加工度が高く素材としては限定的。,4
06211,ビタミン・食物繊維が豊富な葉野菜。適量であれば利用しやすい。,7
10124,良質な小型魚のタンパク源。骨の除去や適切な加熱で安全に使える。,9
10063,栄養価の高い魚だが油や塩分が含まれるため、油切りや塩分管理が必要。,6
06012,茎菜類で食物繊維が豊富。適量であれば犬の素材として使いやすい。,7
07134,果肉は水分・ビタミン補給に良いおやつ。種子・果皮は除去して与える。,8
06398,加熱済みのもやしで使いやすいが、使用する油分に注意が必要。,7
11267,良質なタンパク源で犬のレシピ素材として理想的。,10
11233,砂肝は良好なタンパク・ミネラル源の内臓で、加熱して与えると良い。,9
06386,少量であれば消化促進などの利点があるが風味が強いため控えめに。,7
16064,カフェイン含有で犬に有害。摂取は避けるべき。,1
07098,果汁はビタミンを含むが糖分が高め。量を制限して利用する。,6
11094,加熱済みの内臓で、犬に利用される良い蛋白・ミネラル源。,9
06275,香り野菜で少量なら安全に使える。過剰摂取は避ける。,8
10358,塩分・発酵調味が強い加工品で犬には不向き。使用は避けるか極少量に。,3
10142,塩漬けの内臓加工品で塩分が高い。素材としては注意が必要。,4
17057,刺激性の強い香辛料で消化器刺激のリスクがあるため、原則使用を控える。,3
06208,にらはネギ属に含まれる成分があり、犬に溶血性貧血などを起こすため禁忌です。,1
06060,食用の菊（乾燥）は犬に対して特に有害性は低く、素材として使用可能です。,7
17128,にんにくはネギ属で犬に有害なため、使用不可です。,1
11266,牛もも（脂身）は良質な動物性タンパク・脂質源で、犬の素材として適しています。,9
06140,守口漬は塩漬けの加工食品で味付けや塩分があるため、素材としては加工品扱い（慎重な使用が望ましい）です。,5
08049,エリンギの加熱品は消化しやすく安全で、犬のレシピ素材として適しています。,8
10420,するめいかの耳・足（生）は魚介類として良いタンパク源だが、生のままは扱いに注意が必要です。,8
06212,にんじんはビタミンと食物繊維が豊富で犬に適した素材です。,9
08006,きくらげ（乾）は食物繊維源として問題なく使用できます。,8
17149,フレンチドレッシングは複合調味料で塩分や油分が含まれるため、素材としては加工品扱いで注意が必要です。,4
14015,牛脂はエネルギー源として使えるが脂質が高いため適量での使用が望ましいです。,8
06075,キンサイ（中国セロリ）は野菜として安全に使える素材です。,7
06258,ふきのとうは野菜素材として使用可能だが苦味があるため量に注意が必要です。,7
10351,ほたるいかのつくだ煮は調味加工品（濃い味付け）で、加工食品として慎重に扱うべきです。,3
06273,みずかけなの塩漬は塩漬加工品で味付けがあるため、加工食品扱いで注意が必要です。,4
05030,ペカン（ペカンナッツ）は神経毒性の懸念があるナッツ類のため禁忌です。,1
06110,ずいき（ゆで）は加熱済みの野菜素材で犬に対して安全に使えます。,8
07064,グレープフルーツ濃縮還元ジュースは柑橘由来の加工飲料で、酸味や成分に注意が必要なため慎重な使用が望まれます。,5
11314,ばらベーコン（ゆで）は加工・塩分のある肉製品で、加工品として慎重に扱うべきです。,4
03018,ぶどう糖（含水結晶）は単糖類で小量なら問題は少ないが、主成分が糖であるため用途を限定して使うべきです。,6
01033,ぶどう類（レーズン含む）は犬に急性腎障害を引き起こす可能性があり危険。,1
11244,はちの子は昆虫由来の良質なタンパク源であり、犬の素材として利用可能（ただしアレルギーに注意）。,8
13009,全粉乳は乳製品として栄養価が高く素材として使いやすいが、乳糖不耐症の犬には注意。,8
10314,ほたて貝柱の煮干しは良質な魚介由来のタンパク源で犬の素材として適切。,9
12018,厚焼きたまごは卵由来の良質タンパクで利用しやすい加工卵食品。,8
04094,ゆでレンズまめは植物性タンパク・食物繊維源として利用可能だが、消化性に留意。,8
02047,さつまいもの天ぷらは揚げ物で脂質が高めのため、使用量に注意が必要。,5
17138,料理酒はアルコールを含み、犬にとって有害となるため使用不可。,1
10017,あまご（生）は良質な魚類タンパク源で犬の素材として適切（骨・内臓は除去）。,9
11020,牛もも（皮下脂肪なし・生）は高品質のタンパク・脂質源で理想的な素材。,10
04040,油揚げ（大豆由来）はタンパク源として使えるが油加工品のため脂質に注意。,7
10064,いわし類のかば焼缶詰は魚由来のタンパク源だが調味された加工品で塩分や糖分が高め。,6
06136,切干しだいこんは乾燥野菜で食物繊維が豊富、犬の素材として適切。,8
10100,まがれい（生）は良質な魚類タンパク源で犬の素材として適している（骨除去）。,9
17124,練りみそは発酵大豆由来の調味料で塩分が高めのため、使用量に注意が必要。,5
06063,グリーンボール（キャベツ）は消化しやすい野菜で犬のレシピ素材として適切。,9
06183,赤色ミニトマトの果実は適量で安全な野菜果実だが、へた等は除去する。,8
14032,たらのあぶらはオメガ3などの有益な脂肪酸源で、魚油として有用な素材。,9
06044,かぶのぬかみそ漬は漬物で塩分や発酵による風味が強く、使用量に注意が必要。,5
13030,乳酸菌飲料（非乳製品）は発酵由来の成分が含まれるが加工飲料のため用途に注意。,6
07096,デーツは果肉自体は有害でなくエネルギー源になるが糖分が高いので使用量に注意が必要,7
11145,豚肩ロースは良質な動物性たんぱくで犬のレシピ素材として適している,9
15170,ショートケーキは砂糖・脂質など加工成分が多く主材料には不向きな加工菓子,4
15162,くずまんじゅうは加糖・加工された和菓子で素材としては制限が多い,4
10160,焼きさばは良質な魚由来のたんぱくと脂肪酸を含み素材として適切,9
03007,ざらめ糖は甘味付けには使えるが主要素材としての栄養価は低い,5
15083,ホットケーキは小麦・砂糖等の加工食品で頻用には適さない,4
04093,ゆでライマ豆は調理済みの植物性たんぱく源で消化性を考慮すれば使用可能,8
12011,ゆで卵黄は加熱済みで良質な脂質と栄養を含み素材として適切,9
18054,鶏の唐揚げは揚げ物・加工調味が多く脂肪・塩分が高めで素材としては不向き,4
02054,ヤーコンは生の根菜で食物繊維や糖アルコールを含むが果菜として問題は少ない,8
11236,鶏なんこつ（胸肉）は副部位だが動物性たんぱく源として利用可能,8
06345,にんじんの油いためは栄養価の高い根菜で調理済みのため利用しやすい,8
15055,ひなあられは加工スナックで塩分・糖分・食感の点から素材としては制限がある,5
10426,めばちまぐろの脂身は良質な脂肪酸とたんぱくを含む優れた魚素材,9
10248,ほっけの開き干しは魚類として素材になるが加工で塩分が含まれる可能性がある,8
06360,みぶなは葉物野菜でビタミン・食物繊維が豊富で犬のレシピ素材に適している,8
11192,レバーソーセージはレバー由来の栄養はあるがソーセージは加工品で塩分・添加物に注意,5
13037,チェダーチーズはタンパク・カルシウム源として使えるが脂肪・塩分が高め,7
11219,鶏むね（皮つき）は良質なたんぱく源だが皮は脂肪が多い点に留意が必要,9
01005,大麦は良質な炭水化物と食物繊維源で犬の素材として適している,8
10251,小型の魚で良質な動物性タンパク源だが、骨や寄生虫に注意して調理する必要がある,8
01092,ごはんのおかゆは消化に良い炭水化物源で犬に適している,9
10317,貝類はタンパク源として利用可能だが、アレルギーや生食によるリスクに注意して加熱・処理が必要,7
08019,栽培された食用きのこで、適切な種類であれば犬のレシピ素材として使える,8
10003,あじは良質な魚のタンパク源だが骨の除去と加熱が望ましい,8
10016,蒸しあなごは加熱済みの良い魚タンパクで犬向きの素材,9
15134,ベイクドチーズケーキは加工度が高く脂質・糖分が多いため素材としては制限が必要,5
11283,ラムももは良質な動物性タンパク源で犬のレシピ素材として適している,9
02005,しらたき（こんにゃく）は低カロリーで消化に使える素材だが栄養価は低め,7
10366,うには海産の蛋白質源だが風味が強く稀な素材で、少量で用いるのが無難,6
10182,生干しししゃもは魚として利用できるが塩分や骨への配慮が必要,7
15032,まんじゅう（こしあん）は加工度が高く糖分を含むため頻用には向かない,4
06339,加熱したスイートコーンは消化可能な炭水化物で犬に使える,8
07056,金柑の全果は皮や種に刺激性成分が含まれるため慎重に扱う必要がある,3
10328,生のえびは良いタンパク源だがアレルギーや殻・内臓の除去に注意,7
06336,玉ねぎは犬に溶血性貧血を引き起こす成分を含むため使用不可,1
17008,薄口醤油は風味付けに使えるが塩分が高いため使用量に注意が必要,5
14028,ぶどう種子油は調理用の植物油として問題なく利用できる（ぶどう果実とは異なる）,8
06129,大根の葉はビタミン・ミネラル源として利用可能な葉物野菜で犬に適している,8
07163,清見（かんきつ類）の果肉部分で、犬に与えて問題のない果物の一種。果皮や種は除去が前提。,8
05009,銀杏の種はギンコトキシン等の中毒性成分を含み、嘔吐や神経症状を引き起こすことがあるため犬の素材として不適切。,2
11185,ショルダーベーコンは良質なタンパク源だが塩分や加工添加物が多い加工肉であるため素材として注意が必要。,5
11092,牛の肝臓は高品質なタンパク質と微量栄養素を含むため犬のレシピ素材として適している。,9
02008,焼きさつまいも（皮なし）は消化しやすい炭水化物と食物繊維を含み、犬に適した素材である。,9
10089,なまり（かつお類の加工品）は魚由来の良質なタンパク質源だが加工品で風味や塩分があるためやや注意が必要。,7
09038,塩抜きしたもずくはミネラルや食物繊維を含む海藻で、適量であれば犬の素材として利用可能。,7
06034,かぶの葉は野菜の葉部でビタミンや食物繊維を含み、犬に与えて問題のない素材である。,8
01179,春巻きの皮（小麦由来の生地）は炭水化物源として利用できるが加工度があるため一般的な素材評価とする。,7
05006,味付けされた炒りかぼちゃはかぼちゃ自体は安全だが調味が施されている加工食品であるため注意が必要。,6
04082,きな粉（大豆）は植物性タンパクと食物繊維を含み、犬のレシピ素材として利用しやすい。,8
11218,若どりの手羽は良質な動物性タンパク源で犬の素材として適している（骨・硬い部分は調理で除去）。,9
16025,本みりんはアルコールを含み、アルコールは犬に有害であるため不適切。,1
08002,ゆでえのきだけは消化しやすいきのこ類で、加熱済みで犬に与えやすい素材である。,8
10113,キャビア（塩蔵）は魚卵で栄養価は高いが塩分が高めの加工品であるため取り扱いに注意が必要。,6
17103,すし酢は酢・砂糖・食塩を含む調味料で、味付け用途としては使えるが調味済みの加工品であるため注意が必要。,6
11056,牛ランプ肉（脂身つき）は良質な赤身肉で犬のレシピ素材として適している。,9
11123,豚ロース（脂身つき）は良質なタンパク源だが脂肪分がやや高いため分量に注意して使用する素材である。,9
10316,ほっきがい（貝類）は魚介由来のタンパク源として利用可能だがアレルギーや貝の鮮度に注意が必要である。,8
10444,養殖サーモンの天ぷらは魚自体は良いが揚げ物・衣など調理加工が施されており脂質や添加物に注意が必要。,6
02053,加熱済みの里芋類で消化しやすく安全。炭水化物・食物繊維源として使える。,8
15126,あんパンは砂糖・油分が高く加工度が高い。嗜好性はあるが主素材には向かない。,5
10109,きすは良質なタンパク源。頭部・内臓等を除いた身は犬の素材として適切。,9
16015,焼酎はアルコールを含み、中枢神経や代謝に有害で犬に与えてはいけない。,1
02046,蒸しさつまいもは消化のよい炭水化物と食物繊維の供給源で犬に適する。,9
17041,サウザンアイランドドレッシングは複数の調味料や油脂・香辛料を含み素材向きではない。,3
06152,たけのこ自体は可食だが、めんまは調味済みで塩分や添加物があり素材としては限定的。,5
10282,あさりの佃煮は貝の栄養はあるが濃い味付け（高塩分・糖分）で素材には不向き。,4
06132,生の大根は低カロリーで消化しやすく犬に安全な野菜素材。,8
06227,葉ねぎはネギ類に該当し、赤血球を破壊する有害成分を含むため禁忌。,1
06131,大根の葉（ゆで）はビタミンや食物繊維の供給源で加熱済みのため安全に使える。,8
17125,お茶漬けの素は調味済みで塩分や香辛料が多く、素材として使いにくい。,3
11109,馬肉は良質なタンパク源で犬のレシピ素材として適している。,9
08017,ぶなしめじは栽培品のきのこで、加熱済みなら犬にとって安全な食材。,8
09041,わかめはミネラル（ヨウ素）や食物繊維が豊富だが過剰摂取に注意が必要。,7
06080,ケールは栄養価の高い葉物で犬の素材として使用可能だが与え過ぎに注意。,8
13015,クリームは高脂肪で消化不良や膵炎リスクがあるため主素材としては不向き。,5
15016,きんつばは砂糖を多く含む和菓子で加工度が高く素材には適さない。,5
06155,たまねぎはネギ類に該当し、加熱しても有害で赤血球破壊を引き起こすため絶対禁忌。,1
01168,精白米（炊飯）は消化が良く犬のエネルギー源として適した素材。,9
16053,コーラはカフェインを含み、神経・心臓に有害となるため犬には不適切,1
08026,栽培されたひらたけは一般に安全で、犬の素材として利用可能,8
10441,加熱されたサーモンは良質な動物性タンパク源で犬に適した素材,10
06058,食用の菊の花びらは一般に食用であり、少量の利用なら問題になりにくい,7
07082,プルーンは犬にとって消化器・心臓へ影響を及ぼすおそれがあり危険,1
16043,紅茶はカフェインを含み、犬にとって神経・心臓へ有害となるため不適切,1
06190,ゆでた白菜の葉は消化しやすくビタミン・繊維源として利用可能,9
10379,蒸しかまぼこは加工食品だが魚由来のタンパク質源として使える可能性がある,6
01113,きりたんぽは炭水化物源として利用可能だが加工食品である点は留意,7
11065,牛かたロースは良質なたんぱく源で犬の素材として適している,10
15147,ういろうは高糖質の和菓子であり、加工菓子として素材利用は限定的（少量なら可）,5
04073,乾燥レンズ豆は加熱して与えれば良好な植物性タンパク・繊維源となる,7
05040,アーモンドは消化が悪くナッツ類として膵炎リスクなどがあり注意が必要,4
10174,焼きさんまは魚由来の良質なたんぱく・脂肪源で犬の素材として適している,9
15118,板ガムはキシリトール含有の可能性や噛み込みによる危険があるため注意が必要,3
17122,ごまみそは加工調味料で塩分や加工度に注意が必要だが、少量なら利用可能,6
06324,生のわらびは毒性成分を含む場合があり、生のままの利用は避けるべき,3
01103,半つき米は炭水化物源として問題なく利用できる,8
06150,ゆでたたけのこは加熱済みで与えやすく、野菜素材として利用可能,8
11184,ロースベーコンは高塩分・加工肉であり脂肪や塩分を考慮して限定的に利用すべき,5
01008,大麦めんは消化しやすい穀類の炭水化物で犬のレシピ素材として適している,8
02032,サゴでん粉は消化しやすいでん粉類でエネルギー源として素材使用に適している,8
09035,まつもは海藻類でミネラルや食物繊維を供給できるため素材として利用可能（ヨウ素量に注意）,7
07181,アサイーは抗酸化成分を含む果実で、補助的な素材として使用可能,7
06101,じゅんさいは水生植物で低脂肪・食物繊維の供給源として犬の素材に適している,7
01039,茹でうどんは消化しやすい炭水化物源で犬のレシピ素材として利用しやすい,8
11131,豚もも肉（皮下脂肪なし）は良質なタンパク源で犬のレシピ素材として適切,9
06149,たけのこは野菜として利用できるが調理して与えるのが一般的で素材として使用可能,7
15076,デニッシュペストリーは脂質・糖質の高い加工食品で、使用は少量に限るべきで素材としては慎重に扱う,5
11280,焼き豚ひき肉は加熱済みの良質なタンパク源で犬のレシピ素材として適している,9
11296,牛横隔膜（ゆで）は良質な肉で加熱済みの部位は素材として適切,9
13045,ラクトアイスは乳製品と糖を含む加工食品で、過剰は避けるが少量なら利用可能,5
01023,全粒粉の強力粉は炭水化物と食物繊維の供給源として素材使用に適している,7
06349,にんにくは犬に有害な成分を含むため、与えてはいけない,1
07049,甘がき（かき）は果肉は与えられることが多く、種やヘタを除けば素材として使用可能,7
16024,白酒はアルコール含有で犬に有害なため、与えてはいけない,1
09060,わかめ（水煮）はミネラルや食物繊維を含む海藻で少量なら素材として適している,7
17032,麻婆豆腐の素は複合調味料で香辛料やにんにく・塩分等が含まれる可能性があり注意が必要,3
06244,ビーツ（ゆで）は栄養価の高い根菜で犬のレシピ素材として適している,8
15020,げっぺいのあんにくるみが含まれているため、くるみの有害性により与えてはいけない,2
17068,粉しょうがは香辛料で消化器を刺激する可能性があるため、使用には注意が必要,4
10209,干しだらは良質な魚タンパク源で素材として適している（干物のため加工点あり）,8
17094,甘酢は加工調味料で風味付けには使えるが単独の素材としては限定的,5
06385,コリアンダー（パクチー）は香味野菜として少量であれば安全に使える,8
07158,ココナッツミルクは高脂質の乳状製品で少量なら使用可能だが加工品である点に注意,6
11006,和牛の赤肉は良質なタンパク源で犬の素材として適している,9
15023,大福餅は粘性や糖分の高い加工菓子で素材としては向きにくい,5
06263,ブロッコリーの花序は野菜として安全で適切な素材,8
06153,玉ねぎはネギ属で溶血性貧血を引き起こすため犬には禁忌,1
18032,切り干し大根の煮物は調理済みの惣菜で加工調味料が含まれる可能性があり注意が必要,4
15174,イーストドーナッツ（あん入り）は加工菓子で糖脂質が多く素材としては限定的,5
17085,お好み焼きソースは加工調味料で風味付け向き、単独の素材としては限定的,5
06232,のびるはネギ属の植物で有害成分を含むため犬には禁忌,1
11227,鶏ささみは低脂肪で良質なタンパク源、犬の理想的な素材,10
10273,やつめうなぎは魚類の良質なタンパク源だが下処理が必要な点に留意,8
06066,きゅうりの塩漬けは漬物で加工品となるため素材としては限定的,5
10436,ソテーした養殖サーモンは良質な脂質とタンパク源で犬の素材として適している,9
10235,ひらめは白身魚の良いタンパク源で素材として適切（下処理に注意）,9
07029,うんしゅうみかんの果肉は適量であれば安全でビタミン源になる,8
11103,牛の尾（テール）はタンパク質・コラーゲン源として使えるが下処理に留意,8
15018,団子（米）とあん（小豆）は基本的に与えられるが、菓子類で糖分・加工度が高いため使用量に注意,6
07013,いちご由来で果実として問題ないが、ジャムは糖分が高く甘味が強いため少量での利用が望ましい,6
16010,アルコール含有で中枢神経や臓器に有害となるため与えてはいけない,1
01100,おかゆは消化に良い炭水化物源で犬の素材として適切,9
11152,豚ロースは良質なタンパク源で犬のレシピ素材として適切,9
11166,豚の肝臓は栄養が濃く適量であれば利用できるが多量は避けるべき,8
10375,塩辛は塩分や風味が強い加工食品であり使用は限定的にすべき,5
05018,ごまは安全で風味付けや栄養源として利用可能（与え過ぎに注意）,8
11188,ドライソーセージは加工肉で塩分や保存料・香辛料が多いため使用は制限される,5
07021,梅漬は高塩分・強い酸味の加工品であり使用に注意（核は除去済み）,4
04090,分離大豆たんぱくは良質なたんぱく源で素材として利用しやすい,7
10176,みりん干しはみりん等のアルコール由来の加工を含む場合があり危険性がある,1
11013,牛リブロースは良質なタンパク源で犬の素材として適切,9
06351,根深ねぎなどねぎ類は赤血球を破壊する成分を含み犬にとって有害,1
